Apertura;0.5;Apertura;1;Apertura;1.5;Apertura;2;Apertura;2.5;Apertura;3
-1.18;1.1;-1.72;-0.2;-1.23;2.1;-1.15;7.4;;;;
-1.18;1.1;-1.72;-0.2;-1.23;2.3;-1.14;8.2;;;;
-1.17;1.2;-1.71;-0.2;-1.22;2.5;-1.12;9.2;;;;
-1.16;1.3;-1.71;-0.2;-1.22;2.7;-1.12;10.3;;;;
-1.16;1.3;-1.71;-0.2;-1.21;2.9;-1.11;11.3;;;;
-1.16;1.4;-1.7;-0.2;-1.2;3;-1.1;12.4;;;;
-1.15;1.5;-1.69;-0.2;-1.19;3.3;-1.1;13.6;;;;
-1.15;1.6;-1.69;-0.2;-1.19;3.6;-1.09;14.9;;;;
-1.15;1.6;-1.69;-0.2;-1.18;3.9;-1.08;16.5;;;;
-1.14;1.7;-1.69;-0.2;-1.18;4.3;-1.08;18.3;;;;
-1.14;1.8;-1.68;-0.2;-1.17;4.6;-1.07;19.9;;;;
-1.13;1.9;-1.68;-0.2;-1.17;4.9;-1.06;21.3;;;;
-1.13;1.9;-1.67;-0.2;-1.17;5.1;-1.05;22.7;;;;
-1.12;2;-1.67;-0.2;-1.16;5.4;-1.04;24.4;;;;
-1.12;2.1;-1.67;-0.2;-1.16;5.7;-1.03;26.6;;;;
-1.11;2.2;-1.67;-0.2;-1.15;6;-1.02;28.7;;;;
-1.11;2.3;-1.66;-0.2;-1.15;6.4;-1.02;30.8;;;;
-1.11;2.4;-1.66;-0.2;-1.14;6.7;-1.01;32.9;;;;
-1.1;2.4;-1.66;-0.2;-1.13;7.1;-1;34.9;;;;
-1.1;2.5;-1.65;-0.2;-1.13;7.5;-0.99;37;;;;
-1.1;2.6;-1.64;-0.2;-1.12;8;-0.98;39.4;;;;
-1.09;2.7;-1.64;-0.1;-1.11;8.5;-0.97;42.1;;;;
-1.09;2.8;-1.63;-0.1;-1.11;9.1;-0.96;45.1;;;;
-1.08;2.9;-1.63;-0.1;-1.1;9.7;-0.94;48.3;;;;
-1.08;3.1;-1.62;-0.1;-1.1;10.4;-0.93;52;;;;
-1.08;3.2;-1.62;-0.1;-1.09;11;-0.91;56.1;;;;
-1.08;3.4;-1.61;-0.1;-1.09;11.7;-0.91;60.7;;;;
-1.07;3.5;-1.61;-0.1;-1.08;12.3;-0.9;65.3;;;;
-1.07;3.7;-1.6;-0.1;-1.07;13.1;-0.89;69.5;;;;
-1.06;3.8;-1.6;-0.1;-1.06;14;-0.88;73.8;;;;
-1.06;3.9;-1.6;-0.1;-1.05;14.9;-0.86;78.5;;;;
-1.05;4.1;-1.59;-0.1;-1.05;15.9;-0.85;83.9;;;;
-1.05;4.2;-1.58;-0.1;-1.04;17;-0.84;89.5;;;;
-1.04;4.3;-1.57;-0.1;-1.03;18;-0.83;94.8;;;;
-1.03;4.5;-1.56;-0.1;-1.02;19.1;-0.83;100.1;;;;
-1.03;4.8;-1.56;-0.1;-1.02;20.4;-0.82;102.3;;;;
-1.02;5;-1.56;-0.1;-1.01;21.6;;;;;;
-1.02;5.2;-1.55;-0.1;-1.01;22.9;;;;;;
-1.01;5.5;-1.54;-0.1;-1;24.2;;;;;;
-1.01;5.7;-1.54;-0.1;-0.99;25.7;;;;;;
-1;5.9;-1.53;-0.1;-0.97;27.3;;;;;;
-1;6.2;-1.53;0;-0.96;29.1;;;;;;
-1;6.4;-1.53;0;-0.96;31.3;;;;;;
-0.99;6.6;-1.53;0;-0.96;33.1;;;;;;
-0.99;6.8;-1.51;0;-0.95;34.8;;;;;;
-0.99;6.9;-1.51;0;-0.94;36.5;;;;;;
-0.98;7.1;-1.5;0;-0.93;38.2;;;;;;
-0.98;7.3;-1.49;0;-0.93;40.1;;;;;;
-0.98;7.6;-1.49;0;-0.92;41.9;;;;;;
-0.98;7.8;-1.49;0;-0.92;43.8;;;;;;
-0.97;7.9;-1.48;0;-0.91;45.6;;;;;;
-0.97;8.1;-1.47;0;-0.91;47.2;;;;;;
-0.96;8.3;-1.47;0;-0.9;48.9;;;;;;
-0.95;8.5;-1.46;0;-0.89;50.4;;;;;;
-0.94;8.7;-1.46;0;-0.89;52.2;;;;;;
-0.94;9.1;-1.46;0;-0.88;54.1;;;;;;
-0.93;9.4;-1.46;0;-0.88;56.1;;;;;;
-0.92;9.8;-1.45;0;-0.87;58;;;;;;
-0.92;10.2;-1.44;0;-0.87;59.8;;;;;;
-0.91;10.6;-1.44;0.1;-0.86;61.8;;;;;;
-0.91;11;-1.43;0.1;-0.85;63.9;;;;;;
-0.9;11.3;-1.43;0.1;-0.85;66;;;;;;
-0.9;11.7;-1.42;0.1;-0.84;68;;;;;;
-0.89;12.1;-1.41;0.1;-0.84;69.5;;;;;;
-0.89;12.4;-1.41;0.1;-0.83;71.1;;;;;;
-0.89;12.8;-1.41;0.1;-0.83;72.7;;;;;;
-0.89;13.1;-1.4;0.1;-0.82;74.6;;;;;;
-0.89;13.3;-1.39;0.1;-0.82;76.9;;;;;;
-0.88;13.6;-1.39;0.2;-0.81;79.7;;;;;;
-0.88;13.8;-1.39;0.2;-0.8;82.5;;;;;;
-0.87;14.1;-1.38;0.2;-0.8;85.1;;;;;;
-0.87;14.4;-1.38;0.2;-0.79;87.1;;;;;;
-0.87;14.7;-1.37;0.2;-0.78;89.2;;;;;;
-0.86;15;-1.36;0.2;-0.78;91.5;;;;;;
-0.86;15.3;-1.36;0.2;-0.77;94.1;;;;;;
-0.84;15.6;-1.35;0.3;-0.77;96.5;;;;;;
-0.84;16.1;-1.35;0.3;-0.76;99.1;;;;;;
-0.83;16.6;-1.34;0.3;-0.75;101.7;;;;;;
-0.83;17.1;-1.33;0.3;-0.75;102.3;;;;;;
-0.83;17.6;-1.33;0.3;-0.74;102.3;;;;;;
-0.82;18;-1.33;0.4;-0.73;102.3;;;;;;
-0.82;18.4;-1.32;0.4;;;;;;;;
-0.81;18.7;-1.31;0.4;;;;;;;;
-0.81;19.1;-1.31;0.4;;;;;;;;
-0.81;19.5;-1.31;0.5;;;;;;;;
-0.8;19.9;-1.31;0.5;;;;;;;;
-0.79;20.3;-1.3;0.5;;;;;;;;
-0.79;20.8;-1.29;0.6;;;;;;;;
-0.78;21.3;-1.29;0.6;;;;;;;;
-0.77;21.9;-1.29;0.6;;;;;;;;
-0.76;22.5;-1.28;0.7;;;;;;;;
-0.76;23.2;-1.28;0.7;;;;;;;;
-0.75;23.8;-1.27;0.8;;;;;;;;
-0.75;24.5;-1.26;0.8;;;;;;;;
-0.75;25.1;-1.26;0.9;;;;;;;;
-0.74;25.7;-1.26;0.9;;;;;;;;
-0.73;26.2;-1.25;1;;;;;;;;
-0.73;26.8;-1.25;1.1;;;;;;;;
-0.72;27.4;-1.24;1.1;;;;;;;;
-0.72;28;-1.24;1.2;;;;;;;;
-0.71;28.6;-1.23;1.3;;;;;;;;
-0.7;29.2;-1.23;1.3;;;;;;;;
-0.7;29.9;-1.23;1.4;;;;;;;;
-0.69;30.4;-1.22;1.5;;;;;;;;
-0.69;31.1;-1.22;1.6;;;;;;;;
-0.68;31.8;-1.21;1.6;;;;;;;;
-0.68;32.4;-1.21;1.7;;;;;;;;
-0.68;33;-1.2;1.8;;;;;;;;
-0.68;33.6;-1.2;1.9;;;;;;;;
-0.68;34.1;-1.2;2;;;;;;;;
-0.67;34.6;-1.19;2.1;;;;;;;;
-0.66;35;-1.19;2.2;;;;;;;;
-0.65;35.7;-1.18;2.3;;;;;;;;
-0.64;36.4;-1.17;2.5;;;;;;;;
-0.63;37.3;-1.17;2.7;;;;;;;;
-0.62;38.2;-1.16;2.9;;;;;;;;
-0.62;39.1;-1.15;3.1;;;;;;;;
-0.62;40;-1.15;3.3;;;;;;;;
-0.61;40.8;-1.15;3.5;;;;;;;;
-0.6;41.6;-1.14;3.7;;;;;;;;
-0.6;42.4;-1.13;3.9;;;;;;;;
-0.6;43.1;-1.13;4.2;;;;;;;;
-0.59;43.8;-1.12;4.5;;;;;;;;
-0.58;44.6;-1.12;4.7;;;;;;;;
-0.58;45.4;-1.12;4.9;;;;;;;;
-0.57;46.1;-1.12;5.2;;;;;;;;
-0.57;46.8;-1.11;5.4;;;;;;;;
-0.56;47.5;-1.11;5.6;;;;;;;;
-0.55;48.3;-1.1;5.9;;;;;;;;
-0.54;49.3;-1.1;6.1;;;;;;;;
-0.53;50.3;-1.09;6.4;;;;;;;;
-0.53;51.4;-1.09;6.7;;;;;;;;
-0.52;52.3;-1.08;7;;;;;;;;
-0.52;53.2;-1.07;7.3;;;;;;;;
-0.52;54;-1.06;7.7;;;;;;;;
-0.51;54.9;-1.06;8.2;;;;;;;;
-0.5;55.8;-1.05;8.7;;;;;;;;
-0.5;56.9;-1.04;9.2;;;;;;;;
-0.49;57.8;-1.04;9.7;;;;;;;;
-0.49;58.7;-1.04;10.2;;;;;;;;
-0.48;59.5;-1.03;10.7;;;;;;;;
-0.47;60.4;-1.03;11.2;;;;;;;;
-0.47;61.3;-1.03;11.7;;;;;;;;
-0.47;62;-1.02;12.2;;;;;;;;
-0.46;62.8;-1.01;12.7;;;;;;;;
-0.45;63.6;-1;13.3;;;;;;;;
-0.45;64.5;-1;14;;;;;;;;
-0.44;65.4;-1;14.6;;;;;;;;
-0.44;66.4;-0.99;15.2;;;;;;;;
-0.43;67.3;-0.99;15.7;;;;;;;;
-0.43;68.2;-0.98;16.3;;;;;;;;
-0.41;69;-0.98;16.9;;;;;;;;
-0.41;70.1;-0.97;17.7;;;;;;;;
-0.41;71.1;-0.97;18.4;;;;;;;;
-0.4;72.1;-0.96;19.2;;;;;;;;
-0.4;73;-0.96;20;;;;;;;;
-0.38;73.9;-0.95;20.7;;;;;;;;
-0.38;75;-0.94;21.5;;;;;;;;
-0.37;76.1;-0.94;22.3;;;;;;;;
-0.37;77.2;-0.94;23.1;;;;;;;;
-0.36;78.4;-0.93;23.8;;;;;;;;
-0.35;79.6;-0.93;24.6;;;;;;;;
-0.35;80.8;-0.92;25.3;;;;;;;;
-0.34;81.9;-0.92;25.9;;;;;;;;
-0.34;83;-0.91;26.7;;;;;;;;
-0.33;84.1;-0.91;27.4;;;;;;;;
-0.33;85.3;-0.9;28.2;;;;;;;;
-0.32;86.4;-0.9;29;;;;;;;;
-0.32;87.4;-0.9;29.6;;;;;;;;
-0.31;88.3;-0.89;30.4;;;;;;;;
-0.3;89.3;-0.89;31.2;;;;;;;;
-0.29;90.4;-0.89;31.9;;;;;;;;
-0.29;91.6;-0.88;32.5;;;;;;;;
-0.28;92.9;-0.88;33.3;;;;;;;;
-0.27;94.1;-0.87;33.9;;;;;;;;
-0.26;95.3;-0.87;34.6;;;;;;;;
-0.26;96.6;-0.86;35.5;;;;;;;;
-0.25;98;-0.86;36.4;;;;;;;;
-0.24;99.3;-0.85;37.2;;;;;;;;
-0.24;100.6;-0.85;38.1;;;;;;;;
;;-0.84;39.1;;;;;;;;
;;-0.83;40;;;;;;;;
;;-0.82;41.1;;;;;;;;
;;-0.82;42.5;;;;;;;;
;;-0.81;43.7;;;;;;;;
;;-0.81;45;;;;;;;;
;;-0.8;46.3;;;;;;;;
;;-0.79;47.6;;;;;;;;
;;-0.79;49;;;;;;;;
;;-0.78;50.4;;;;;;;;
;;-0.78;51.7;;;;;;;;
;;-0.78;52.9;;;;;;;;
;;-0.77;54;;;;;;;;
;;-0.77;55;;;;;;;;
;;-0.76;56.1;;;;;;;;
;;-0.76;57.2;;;;;;;;
;;-0.76;58.3;;;;;;;;
;;-0.75;59.4;;;;;;;;
;;-0.75;60.5;;;;;;;;
;;-0.74;61.6;;;;;;;;
;;-0.73;62.9;;;;;;;;
;;-0.72;64.5;;;;;;;;
;;-0.72;66;;;;;;;;
;;-0.71;67.5;;;;;;;;
;;-0.7;69.2;;;;;;;;
;;-0.7;71;;;;;;;;
;;-0.68;72.7;;;;;;;;
;;-0.68;74.7;;;;;;;;
;;-0.68;76.6;;;;;;;;
;;-0.67;78.3;;;;;;;;
;;-0.67;80.2;;;;;;;;
;;-0.66;81.8;;;;;;;;
;;-0.65;83.4;;;;;;;;
;;-0.64;85.5;;;;;;;;
;;-0.64;87.6;;;;;;;;
;;-0.63;89.3;;;;;;;;
;;-0.62;91.3;;;;;;;;
;;-0.62;93.1;;;;;;;;
;;-0.6;95;;;;;;;;
;;-0.6;97.4;;;;;;;;
;;-0.6;99.8;;;;;;;;
;;-0.58;101.9;;;;;;;;
;;-0.58;102.3;;;;;;;;
